,entities,labels
53817,"Delusional disorder, mixed type",10012252
53818,"Delusional disorder, paranoid type",10053195
53819,"Delusional disorder, persecutory type",10053195
53820,"Delusional disorder, somatic type",10012254
53821,"Delusional disorder, unspecified type",10012255
53822,Delusional jealousy,10023164
53823,Jealous delusion,10023164
53824,Othello syndrome,10023164
53825,Delusional perception,10012258
53826,"Delusions, mixed",10076429
53827,Mixed delusion,10076429
53828,Dependent personality,10012355
53829,Dependent personality disorder,10012355
53830,Passive personality,10012355
53831,Depersonalisation,10077805
53832,Depersonalisation syndrome,10077805
53833,Depersonalisation/derealisation disorder,10077805
53834,Depersonalization,10077805
53835,Depersonalization syndrome,10077805
53836,Depersonalization/derealization disorder,10077805
53837,Derealisation disorder,10077805
53838,Derealization disorder,10077805
53839,Idenity loss of,10077805
53840,Loss of identity,10077805
53841,Self-estrangement,10077805
53842,Depression postoperative,10012390
53843,Postoperative depression,10012390
53844,Depression suicidal,10012397
53845,Suicidal depression,10012397
53846,Depressive delusion,10063033
53847,Depressive symptom,10054089
53848,Depressive symptom aggravated,10054089
53849,Derailment,10012411
53850,Derealisation,10012422
53851,Derealization,10012422
53852,Feeling unreal,10012422
53853,Despondent,10016344
53854,Feeling of despair,10016344
53855,Deteriorated drug administered,10081478
53856,Out of specification product use,10081478
53857,Poor quality drug administered,10081478
53858,Poor quality product administered,10081478
53859,Poor quality vaccine administered,10081478
53860,Developmental articulation disorder,10077803
53861,Phonological disorder,10077803
53862,Speech sound disorder,10077803
53863,Developmental reading disorder,10037999
53864,"Developmental reading disorder, unspecified",10037999
53865,Other specific developmental reading disorder,10037999
53866,Reading disorder,10037999
53867,Specific reading retardation,10037999
53868,Device activation delayed,10070691
53869,Device deployment issue,10070691
53870,Device misdeployment (location,10070691
53871,Device retraction issue,10070691
53872,Prosthesis deployment difficulty,10070691
53873,Prosthesis deployment failure,10070691
53874,Device adhesion decreased,10069216
53875,Device adhesion excessive,10069216
53876,Device adhesion increased,10069216
53877,Device adhesion insufficient,10069216
53878,Device adhesion issue,10069216
53879,Device alarm defective,10069841
53880,Device alarm issue,10069841
53881,Device false alarm issue,10069841
53882,Device no audible alarm,10069841
53883,Device audio issue,10086310
53884,Voice instructions difficult to hear,10086310
53885,Voice instructions do not work,10086310
53886,Voice instructions out of sync,10086310
53887,Device battery explosion,10074923
53888,Device capturing issue,10069867
53889,Device exit block,10069867
53890,Exit block,10069867
53891,Failure to capture,10069867
53892,Intermittent loss of capture,10069867
53893,Loss of capture,10069867
53894,Device catching fire,10078265
53895,Device emitting smoke,10078265
53896,Device chemical property issue,10069872
53897,Device colonisation,10069175
53898,Device colonization,10069175
53899,Product biofilm coating,10069175
53900,Product contamination bacterial,10069175
53901,Product contamination endospores,10069175
53902,Product contamination endotoxin,10069175
53903,Product contamination exotoxin,10069175
53904,Product contamination fungal,10069175
53905,Product contamination microbial,10069175
53906,Product contamination mold,10069175
53907,Product contamination mould,10069175
53908,Product contamination viral,10069175
53909,Device component loose,10076364
53910,Device loosening,10076364
53911,Joint prosthesis loosening,10076364
53912,Device computer issue,10069843
53913,Device computer malfunction,10069843
53914,Device computer software issue,10069843
53915,Device date-time programming issue,10069843
53916,Device operating system upgrade issue,10069843
53917,Device software design issue,10069843
53918,Device contamination during use,10069173
53919,Device contamination prior to use,10069173
53920,Pharmaceutical product contamination,10069173
53921,Preservation media contamination,10069173
53922,Product contamination,10069173
53923,Therapeutic product contamination,10069173
53924,Device cybersecurity issue,10080766
53925,Device data issue,10083710
53926,Device data loss,10083710
53927,Device display difficult to read,10069842
53928,Device displays incorrect message,10069842
53929,Device image display error,10069842
53930,Device image display issue,10069842
53931,Device incorrect result issue,10069842
53932,Device information output issue,10069842
53933,Device readings high,10069842
53934,Device readings low,10069842
53935,Device readings not obtained,10069842
53936,Device test results high,10069842
53937,Device test results low,10069842
53938,Incorrect measurement by device,10069842
53939,No audible prompt from device,10069842
53940,No image display on device,10069842
53941,Persistent message display on device,10069842
53942,Poor quality image display on device,10069842
53943,Device effect decreased,10079633
53944,Device effect delayed,10079118
53945,Device effect incomplete,10079634
53946,Device effect increased,10079636
53947,Device effect variable,10079635
53948,Device electrical conduction issue,10065963
53949,Device electrical finding,10065963
53950,Device electrical/electronic failure,10065963
53951,Device failure to power up,10065963
53952,Device firing issue,10065963
53953,Device short circuiting,10065963
53954,Electrical device firing issue,10065963
53955,Device end of life,10073964
53956,Device end of service,10073964
53957,Device environmental compatibility issue,10083673
53958,Device environmental humidity issue,10083673
53959,Device environmental power supply issue,10083673
53960,Device expulsion,10012578
53961,Expulsion of device,10012578
53962,Expulsion of implant,10012578
53963,Implant expulsion,10012578
53964,Intra-uterine contraceptive device expelled,10012578
53965,IUCD expelled,10012578
53966,IUD expelled,10012578
53967,Partial expulsion of device,10012578
53968,Partial expulsion of IUD,10012578
53969,Vaginal contraceptive device expelled,10012578
53970,Device extension damage,10070614
53971,Device extension fracture,10070614
53972,Device extrusion,10012579
53973,Device protrusion,10012579
53974,Extrusion of device,10012579
53975,Device fail-safe mechanism issue,10083639
53976,Device safety feature issue,10083639
53977,Device safety protective measures issue,10083639
53978,Device fastener issue,10075226
53979,Loose set screw,10075226
53980,Device inappropriate shock delivery,10075322
53981,Device inappropriate sizing,10069846
53982,Device rejection,10069846
53983,Device specification incorrect for patient,10069846
53984,Drug implant rejection,10069846
53985,Patient-device incompatibility,10069846
53986,Device ineffective,10059875
53987,Device ineffective shock delivery,10082473
53988,Device infusion failure,10070617
53989,Device infusion issue,10070617
53990,Device overinfusion,10070617
53991,Device underinfusion,10070617
53992,Pump infusion issue,10070617
53993,Pump not infusing,10070617
53994,Pump overinfusion,10070617
53995,Pump underinfusion,10070617
53996,Device inversion,10070618
53997,Pump inversion,10070618
53998,Device lead issue,10065064
53999,Device material opacification,10069879
54000,Intraocular lens opacity,10069879
54001,Device mechanical issue,10083638
54002,Device mechanical jam,10083638
54003,Device operational issue,10079315
54004,Device self-activation,10079315
54005,Device optical issue,10069863
54006,Device overheating,10083711
54007,Device temperature issue,10083711
54008,Device overstimulation of tissue,10069861
54009,Device stimulation issue,10069861
54010,Inadequate device stimulation,10069861
54011,Inappropriate device stimulation of muscle,10069861
54012,Inappropriate device stimulation of tissue,10069861
54013,Inappropriate extra-cardiac device stimulation,10069861
54014,Inappropriate pectoral muscle stimulation,10069861
54015,Inappropriate phrenic nerve stimulation,10069861
54016,Inappropriate stimulation of diaphragm,10069861
54017,Undesired device stimulation of nerve,10069861
54018,Device psychogenic complication,10064405
54019,Device signal detection failure,10069860
54020,Device signal detection issue,10069860
54021,Inappropriate device detection of atrial arrhythmia,10069860
54022,Inappropriate device detection of ventricular fibrillation,10069860
54023,Inappropriate device detection of ventricular tachycardia,10069860
54024,Inappropriate device signal detection,10069860
54025,Pressure waveform artifact,10069860
54026,Device signal transmission issue,10083730
54027,Device telemetry issue,10073965
54028,Device user interface issue,10083712
54029,Device wireless communication issue,10083731
54030,Device-device incompatibility,10069845
54031,Dhat syndrome,10037222
54032,Disorders of psychosexual identity,10037222
54033,Other specified psychosexual disorder,10037222
54034,Other specified psychosexual disorders,10037222
54035,Psychosexual disorder,10037222
54036,Psychosexual disorder NOS,10037222
54037,Psychosexual dysfunction,10037222
54038,Psychosexual dysfunction with inhibited sexual desire,10037222
54039,Psychosexual dysfunction with inhibited sexual excitement,10037222
54040,Psychosexual dysfunction with other specified psychosexual dysfunctions,10037222
54041,"Psychosexual dysfunction, unspecified",10037222
54042,Psychosexual problems,10037222
54043,Unspecified psychosexual disorder,10037222
54044,Dialysis amyloidosis,10064553
54045,Diarrhea infectious neonatal,10012744
54046,Diarrhoea infectious neonatal,10012744
54047,Diarrhea neonatal,10012743
54048,Diarrhoea neonatal,10012743
54049,Difficulty initiating urine stream,10046542
54050,Hesitancy,10046542
54051,Hesitancy urination,10046542
54052,Hesitancy/poor urinary stream,10046542
54053,Urinary hesitancy,10046542
54054,Urinary hesitation,10046542
54055,Diffuse mesangial sclerosis,10054832
54056,Dilatation ureteral,10046399
54057,Distended ureter,10046399
54058,Ureterectasis,10046399
54059,Ureteric dilatation,10046399
54060,Discordant twin,10069150
54061,Discouragement,10084257
54062,Disinhibited social engagement disorder of childhood,10078071
54063,Disinhibition,10013142
54064,Lack of suppression,10013142
54065,Loss of inhibition,10013142
54066,Social disinhibition,10013142
54067,Disorder fetal,10061157
54068,Disorder foetal NOS,10061157
54069,Fetal disorder,10061157
54070,Foetal disorder,10061157
54071,Foetal disorder NOS,10061157
54072,Other fetal and placental problems affecting management of mother,10061157
54073,"Other known or suspected fetal abnormality, nec, affecting manag of mother",10061157
54074,"Other known or suspected fetal abnormality, nec, affecting manag of mother, antepart cond or comp",10061157
54075,"Other known or suspected fetal abnormality, nec, affecting manag of mother, delivered",10061157
54076,"Other known or suspected fetal abnormality, nec, affecting manag of mother, unspec as to eoc",10061157
54077,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother",10061157
54078,"Other spec fetal and placental problems, affecting manag of mother, unspec as to eoc",10061157
54079,Other specified fetal and placental problems affecting management of mother,10061157
54080,"Other specified fetal and placental problems, affecting management of mother, antepartum",10061157
54081,"Other specified fetal and placental problems, affecting management of mother, delivered",10061157
54082,"Unspec fetal and placental problem, affecting manag of mother, unspec as to eoc",10061157
54083,"Unspec suspected fetal abnormality, affecting manag of mother, antepart cond or comp",10061157
54084,"Unspec suspected fetal abnormality, affecting manag of mother, unspec as to eoc",10061157
54085,Unspecified fetal and placental problem affecting management of mother,10061157
54086,"Unspecified fetal and placental problem, affecting management of mother, antepartum",10061157
54087,"Unspecified fetal and placental problem, affecting management of mother, delivered",10061157
54088,"Unspecified suspected fetal abnormality, affecting management of mother, delivered",10061157
54089,"Unspecified, known or suspected fetal abnormality affecting management of mother",10061157
54090,Disorder kidney,10038428
54091,Disorder renal,10038428
54092,Kidney disorder,10038428
54093,Other disorders of kidney and ureter,10038428
54094,Other specified disorder of kidney and ureter,10038428
54095,Other specified disorders of kidney and ureter,10038428
54096,Renal disorder,10038428
54097,Renal disorder NOS,10038428
54098,Unspecified disorder of kidney and ureter,10038428
54099,Disorder tubular kidney,10038537
54100,Kidney tubular disorder,10038537
54101,Kidney tubule disorder,10038537
54102,Nephropathy tubular,10038537
54103,Renal tubular disorder,10038537
54104,Renal tubular disorder acute,10038537
54105,Renal tubular disorder NOS,10038537
54106,Disorder urinary tract,10046566
54107,Other abnormality of urination,10046566
54108,Other symptoms involving urinary system,10046566
54109,Symptoms involving urinary system,10046566
54110,"Symptoms involving urinary system, other",10046566
54111,Urinary stasis,10046566
54112,Urinary tract disorder,10046566
54113,Urinary tract disorder NOS,10046566
54114,Urinary tract disorder of,10046566
54115,Uropathy,10046566
54116,"Disorders of impulse control, not elsewhere classified",10061215
54117,"Impulse control disorder, unspecified",10061215
54118,Impulse-control disorder,10061215
54119,Impulse-control disorder NOS,10061215
54120,Other disorders of impulse control,10061215
54121,Disorders relating to short gestation and unspecified low birthweight,10041092
54122,Light-for-dates with signs of fetal malnutrition,10041092
54123,"Light-for-dates with signs of fetal malnutrition, 1,000-1,249 grams",10041092
54124,"Light-for-dates with signs of fetal malnutrition, 1,250-1,499 grams",10041092
54125,"Light-for-dates with signs of fetal malnutrition, 1,500-1,749 grams",10041092
54126,"Light-for-dates with signs of fetal malnutrition, 1,750-1,999 grams",10041092
54127,"Light-for-dates with signs of fetal malnutrition, 2,000-2,499 grams",10041092
54128,"Light-for-dates with signs of fetal malnutrition, 2,500+ grams",10041092
54129,"Light-for-dates with signs of fetal malnutrition, 500-749 grams",10041092
54130,"Light-for-dates with signs of fetal malnutrition, 750-999 grams",10041092
54131,"Light-for-dates with signs of fetal malnutrition, less than 500 grams",10041092
54132,"Light-for-dates with signs of fetal malnutrition, unspecified {weight}",10041092
54133,Light-for-dates without mention of fetal malnutrition,10041092
54134,"Light-for-dates without mention of fetal malnutrition, 1,000-1,249 grams",10041092
54135,"Light-for-dates without mention of fetal malnutrition, 1,250-1,499 grams",10041092
54136,"Light-for-dates without mention of fetal malnutrition, 1,500-1,749",10041092
54137,"Light-for-dates without mention of fetal malnutrition, 1,750-1,999 grams",10041092
54138,"Light-for-dates without mention of fetal malnutrition, 2,000-2,499 grams",10041092
54139,"Light-for-dates without mention of fetal malnutrition, 2.500+ grams",10041092
54140,"Light-for-dates without mention of fetal malnutrition, 500 to 749 grams",10041092
54141,"Light-for-dates without mention of fetal malnutrition, 750-999 grams",10041092
54142,"Light-for-dates without mention of fetal malnutrition, less than 500 grams",10041092
54143,"Light-for-dates without mention of fetal malnutrition, unspecified {weight}",10041092
54144,Small for dates baby,10041092
54145,Small for gestational age,10041092
54146,Small-for-dates baby,10041092
54147,Displaced lead cardiac pacemaker,10067251
54148,Lead dislodgement,10067251
54149,Lead microdislodgement,10067251
54150,Lead migration,10067251
54151,Disruptive mood dysregulation disorder,10077802
54152,Dissociation reaction,10013462
54153,Dissociative disorder,10013462
54154,Dissociative disorder NOS,10013462
54155,"Dissociative disorder or reaction, unspecified",10013462
54156,Dissociative hysteria,10013462
54157,Dissociative reaction,10013462
54158,Dissociative trance disorder,10013462
54159,Floating corporeal,10013462
54160,Organic dissociative disorder,10013462
54161,Psychogenic coma,10013462
54162,Reaction dissociative,10013462
54163,Dissociative amnesia,10013461
54164,Dissociative fugue,10013461
54165,Fugue state,10013461
54166,Fugue-like state,10013461
54167,Hysterical amnesia,10013461
54168,Hysterical fugue,10013461
54169,Psychogenic amnesia,10013461
54170,Psychogenic fugue,10013461
54171,Dissociative identity disorder,10013468
54172,Multiple personality,10013468
54173,Multiple personality disorder,10013468
54174,Distal renal tubular dysfunction,10050335
54175,Proximal renal tubular dysfunction,10050335
54176,Renal tubular dysfunction,10050335
54177,Distended urethra,10046442
54178,Urethral dilatation,10046442
54179,Distractibility,10013486
54180,Distress,10049119
54181,Distress complain increased,10049119
54182,Embarrassment,10049119
54183,Emotional distress,10049119
54184,Emotional suffering,10049119
54185,Humiliation,10049119
54186,Mental distress,10049119
54187,Suffering,10049119
54188,Disturbance in arousal NOS,10058929
54189,Disturbance in sexual arousal,10058929
54190,Increased sexual arousal,10058929
54191,Sexual arousal decreased,10058929
54192,Disturbance in social behaviour,10061108
54193,Disturbance in social behaviour NOS,10061108
54194,"Disturbance of conduct, not elsewhere classified",10061108
54195,"Other specified disturbances of conduct, not elsewhere classified",10061108
54196,Socialised disturbance of conduct,10061108
54197,Socialized disturbance of conduct,10061108
54198,Unsocialised disturbance of conduct,10061108
54199,Unsocialized disturbance of conduct,10061108
54200,Unspecified disturbance of conduct,10061108
54201,Diuresis,10036142
54202,Diuresis excessive,10036142
54203,Diuretic effect,10036142
54204,Frequency of urination and polyuria,10036142
54205,Osmotic diuresis,10036142
54206,Polyuria,10036142
54207,Dromedary hump,10062104
54208,Renal mass,10062104
54209,Renal mass NOS,10062104
54210,Renal pseudotumor,10062104
54211,Renal pseudotumour,10062104
54212,Drug delivery device unavailable,10077800
54213,Drug shortage due to pandemic,10077800
54214,Product availability issue,10077800
54215,Product unavailable due to pandemic,10077800
54216,Drug delivery system issue,10074961
54217,Drug delivery system malfunction,10068383
54218,Drug dependence (in pregnancy,10013675
54219,"Drug dependence complicating pregnancy, childbirth, or the puerperium",10013675
54220,"Drug dependence of mother, comp pregnancy, childbirth, or the puerp, unspec as to eoc",10013675
54221,"Drug dependence of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to",10013675
54222,"Drug dependence, antepartum",10013675
54223,"Drug dependence of mother, with delivery",10013676
54224,"Drug dependence of mother, with delivery, with mention of postpartum complication",10013676
54225,"Drug dependence, postpartum",10013676
54226,Drug dose omission by device,10080648
54227,Drug exposure before pregnancy,10064998
54228,Drug exposure during pregnancy,10073513
54229,"Drug exposure during pregnancy, first trimester",10073513
54230,"Drug exposure during pregnancy, second trimester",10073513
54231,"Drug exposure during pregnancy, third trimester",10073513
54232,Exposure during pregnancy,10073513
54233,Radiation exposure during pregnancy,10073513
54234,Unspecified agent exposure during pregnancy,10073513
54235,Vaccine exposure during pregnancy,10073513
54236,Drug exposure in utero,10071404
54237,Exposure to device in utero,10071404
54238,Exposure via placenta,10071404
54239,Fetal exposure during pregnancy,10071404
54240,"Fetal exposure during pregnancy, first trimester",10071404
54241,"Fetal exposure during pregnancy, second trimester",10071404
54242,"Fetal exposure during pregnancy, third trimester",10071404
54243,Fetal tobacco exposure,10071404
54244,Foetal exposure during pregnancy,10071404
54245,"Foetal exposure during pregnancy, first trimester",10071404
54246,"Foetal exposure during pregnancy, second trimester",10071404
54247,"Foetal exposure during pregnancy, third trimester",10071404
54248,Foetal tobacco exposure,10071404
54249,Radiation exposure in utero,10071404
54250,Unspecified agent exposure in utero,10071404
54251,Drug exposure prior and during pregnancy via father,10071403
54252,Exposure via father,10071403
54253,Fetal exposure via father,10071403
54254,Foetal exposure via father,10071403
54255,Drug exposure via breast milk,10080751
54256,Exposure via breast milk,10080751
54257,Suspected drug exposure via breast milk,10080751
54258,Transmission of drug via breast milk,10080751
54259,Vaccine exposure via breast milk,10080751
54260,Viral vaccine antibody exposure via breast milk,10080751
54261,Viral vaccine exposure via breast milk,10080751
54262,Drug exposure via mother,10071405
54263,Fetal exposure timing unspecified,10071405
54264,Foetal exposure timing unspecified,10071405
54265,Drug import channel interruption due to pandemic,10077801
54266,Drug supply chain interruption,10077801
54267,Drug supply chain interruption due to pandemic,10077801
54268,Product delay due to pandemic,10077801
54269,Product supply chain interruption due to pandemic,10077801
54270,Product supply issue,10077801
54271,Drug use disorder,10079381
54272,Opioid use disorder,10079381
54273,"Drug use disorder, antepartum",10079382
54274,"Drug use disorder, postpartum",10079383
54275,Drug withdrawal syndrome in newborn,10013756
54276,Drug withdrawal syndrome neonatal,10013756
54277,Neonatal abstinence syndrome,10013756
54278,Withdrawal syndrome neonatal,10013756
54279,Drug-device incompatibility,10078155
54280,Drug-induced hallucinosis,10019063
54281,Hallucinating,10019063
54282,Hallucination,10019063
54283,Hallucination NOS,10019063
54284,Hallucinations,10019063
54285,Hallucinations aggravated,10019063
54286,Kinesthetic hallucination,10019063
54287,Organic hallucinosis syndrome,10019063
54288,Sensory hallucinations,10019063
54289,Stump hallucination,10019063
54290,Dyslogia,10054940
54291,Dysphoria,10013954
54292,Early onset of delivery,10036595
54293,"Early onset of delivery, delivered, with or without mention of antepartum condition",10036595
54294,"Early onset of delivery, unspecified as to episode of care",10036595
54295,Premature delivery,10036595
54296,Early or threatened labor,10043508
54297,Early or threatened labour,10043508
54298,Other threatened labor,10043508
54299,"Other threatened labor, antepartum",10043508
54300,"Other threatened labor, unspecified as to episode of care",10043508
54301,Other threatened labour,10043508
54302,"Other threatened labour, unspecified as to episode of care",10043508
54303,Threatened labor,10043508
54304,Threatened labour,10043508
54305,Threatened premature labor,10043508
54306,"Threatened premature labor, antepartum",10043508
54307,"Threatened premature labor, unspecified as to episode of care",10043508
54308,Threatened premature labour,10043508
54309,"Threatened premature labour, antepartum",10043508
54310,"Threatened premature labour, unspecified as to episode of care",10043508
54311,Early term baby,10080681
54312,Full term baby,10080681
54313,Late term baby,10080681
54314,Term baby,10080681
54315,Echopraxia,10014128
54316,Mimicry,10014128
54317,Ectopic pregnancy under hormonal contraception,10073727
54318,Ectopic pregnancy with contraceptive device,10074497
54319,Ectopic pregnancy with intrauterine device,10074497
54320,Edema due to renal disease,10049630
54321,Oedema due to renal disease,10049630
54322,Renal induced edema,10049630
54323,Renal induced oedema,10049630
54324,Edema neonatal,10061317
54325,Oedema neonatal,10061317
54326,Oedema neonatal NOS,10061317
54327,Other and unspecified edema of newborn,10061317
54328,Other and unspecified oedema of newborn,10061317
54329,"Edema or excessive weight gain in pregnancy, unspecified as to episode of care",10063412
54330,"Edema or excessive weight gain in pregnancy, with delivery, with mention of postpartum complication",10063412
54331,"Edema or excessive weight gain in pregnancy, with delivery, with or w/o ment of antepartum compn",10063412
54332,"Edema or excessive weight gain in pregnancy, without mention of hypertension",10063412
54333,"Edema or excessive weight gain, antepartum",10063412
54334,"Edema or excessive weight gain, postpartum",10063412
54335,Gestational edema,10063412
54336,Gestational oedema,10063412
54337,"Oedema or excessive weight gain in pregnancy, without mention of hypertension",10063412
54338,Edematous kidney,10073381
54339,Oedematous kidney,10073381
54340,Egocentrism,10072269
54341,Self centeredness,10072269
54342,Elation inappropriate,10021588
54343,Exhilaration inappropriate,10021588
54344,Exhiliration inappropriate,10021588
54345,Feeling happy inappropriately,10021588
54346,Inappropriate affect,10021588
54347,Inappropriate crying,10021588
54348,Inappropriate elation,10021588
54349,Inappropriate exhilaration,10021588
54350,Inappropriate laughter,10021588
54351,Inappropriate mood elevation,10021588
54352,Mood elevation inappropriate,10021588
54353,Elderly primigravida,10014349
54354,"Elderly primigravida, antepartum",10014349
54355,"Elderly primigravida, delivered",10014349
54356,"Elderly primigravida, unspecified as to episode of care",10014349
54357,Elderly primip,10014349
54358,Electromagnetic interference,10063832
54359,Elevated mood,10015535
54360,Euphoria,10015535
54361,Euphoric,10015535
54362,Euphoric mood,10015535
54363,Exaggerated well-being,10015535
54364,Feeling high,10015535
54365,Felt high,10015535
54366,High,10015535
54367,High feeling,10015535
54368,Hyperthimic,10015535
54369,Hyperthymic,10015535
54370,Hyperthymic state,10015535
54371,Laughter,10015535
54372,Mood elevated,10015535
54373,Emetophobia,10070637
54374,Emotional disorder,10014551
54375,Emotional disturbance NOS,10014551
54376,Emotional problems,10014551
54377,Emotional reaction,10014551
54378,Fascination,10014551
54379,Pathological emotionally,10014551
54380,Predominant disturbance of emotions,10014551
54381,Reaction emotional,10014551
54382,Emotional poverty,10014557
54383,Emotional withdrawal,10014557
54384,Lack of feeling emotions,10014557
54385,Poverty emotional,10014557
54386,Withdrawal emotional,10014557
54387,Emphysematous cystitis,10056351
54388,Encopresis,10014643
54389,Enterococcal urinary tract infection,10046572
54390,Urinary tract infection enterococcal,10046572
54391,Eosinophiluria,10050791
54392,Leukocyturia,10050791
54393,Erethism,10022998
54394,Feeling irritated,10022998
54395,Irritability,10022998
54396,Irritable,10022998
54397,Irritable excitation,10022998
54398,Irritable mood,10022998
54399,Irritable sensation transient,10022998
54400,Irritable symptom,10022998
54401,Slightly irritable,10022998
54402,Snappy,10022998
54403,Erotomanic delusion,10015134
54404,Erotophonophilia,10082366
54405,Escherichia pyelonephritis,10074409
54406,Excess vomiting in pregnancy,10020614
54407,Excessive vomiting in pregnancy,10020614
54408,Hyperemesis gravidarum,10020614
54409,Hyperemesis gravidarum with metabolic disturbance,10020614
54410,"Hyperemesis gravidarum with metabolic disturbance, antepartum",10020614
54411,"Hyperemesis gravidarum with metabolic disturbance, delivered",10020614
54412,"Hyperemesis gravidarum with metabolic disturbance, unspecified as to episode of care",10020614
54413,Mild hyperemesis gravidarum,10020614
54414,"Mild hyperemesis gravidarum, antepartum",10020614
54415,"Mild hyperemesis gravidarum, delivered",10020614
54416,"Mild hyperemesis gravidarum, unspecified as to episode of care",10020614
54417,Excessive masturbation,10015605
54418,Excessive sexual fantasies,10052542
54419,Excitative type psychosis,10062645
54420,Hysterical psychoses,10062645
54421,Hysterical psychosis,10062645
54422,Executive dysfunction,10070246
54423,Exhibitionism,10015670
54424,Exhibitionist,10015670
54425,Flasher,10015670
54426,Exploding head syndrome,10080684
54427,Explosive personality disorder,10022568
54428,Intermittent explosive disorder,10022568
54429,Isolated explosive disorder,10022568
54430,Exposure during breast feeding,10080752
54431,Maternal exposure during breast feeding,10080752
54432,Exposure via birth canal,10071409
54433,Fetal exposure during delivery,10071409
54434,Foetal exposure during delivery,10071409
54435,Exposure via contaminated device,10073301
54436,Extravasation of urine,10015869
54437,Face or brow presentation of fetus,10016035
54438,"Face or brow presentation, antepartum",10016035
54439,"Face or brow presentation, delivered",10016035
54440,"Face or brow presentation, unspecified as to episode of care",10016035
54441,Face presentation,10016035
54442,Occiput posterior,10016035
54443,Faecaluria,10059410
54444,Fecaluria,10059410
54445,Failed forceps delivery,10016116
54446,"Failed forceps or vacuum extractor, unspecified",10016116
54447,"Failed forceps or vacuum extractor, unspecified, antepartum",10016116
54448,"Failed forceps or vacuum extractor, unspecified, unspecified as episode of care",10016116
54449,"Failed forceps or vacuum extractor, unspecified, with delivery",10016116
54450,"Failed forceps or ventouse, unspecified",10016116
54451,Failed induction (of labor,10016123
54452,Failed induction (of labour,10016123
54453,Failed induction of labor,10016123
54454,Failed induction of labour,10016123
54455,Failed mechanical induction of labor,10016123
54456,"Failed mechanical induction of labor, antepartum",10016123
54457,"Failed mechanical induction of labor, delivered",10016123
54458,"Failed mechanical induction of labor, unspecified as to episode of care",10016123
54459,Failed mechanical induction of labour,10016123
54460,"Failed mechanical induction of labour, antepartum",10016123
54461,"Failed mechanical induction of labour, delivered",10016123
54462,Failed medical or unspecified induction of labor,10016123
54463,"Failed medical or unspecified induction of labor, antepartum",10016123
54464,"Failed medical or unspecified induction of labor, delivered",10016123
54465,"Failed medical or unspecified induction of labor, unspecified as to episode of care",10016123
54466,Failed medical or unspecified induction of labour,10016123
54467,Failed trial of labor,10016142
54468,"Failed trial of labor, unspecified",10016142
54469,"Failed trial of labor, unspecified, antepartum",10016142
54470,"Failed trial of labor, unspecified, unspecifed as to episode of care",10016142
54471,"Failed trial of labor, unspecified, with delivery",10016142
54472,Failed trial of labour,10016142
54473,"Failed trial of labour, unspecified",10016142
54474,Failure hepatorenal,10019845
54475,Hepatorenal failure,10019845
54476,Failure of child resistant mechanism for pharmaceutical product,10084008
54477,Failure of child resistant product closure,10084008
54478,False labor,10016194
54479,False labour,10016194
54480,False pregnancy,10078085
54481,Phantom pregnancy,10078085
54482,Pregnancy false,10078085
54483,Pregnancy phantom,10078085
54484,Pregnancy spurious,10078085
54485,Pseudocyesis,10078085
54486,Somatic symptom disorder of pregnancy,10078085
54487,Somatoform disorder pregnancy,10078085
54488,False sensation,10021403
54489,Illusion,10021403
54490,Optical illusion,10021403
54491,Perceptual distortion,10021403
54492,Perceptual distortions,10021403
54493,Perceptual disturbance,10021403
54494,Falsified product,10069331
54495,Pharmaceutical product counterfeit,10069331
54496,Product counterfeit,10069331
54497,Spurious product,10069331
54498,Fanatic personality,10033869
54499,Paranoid personality,10033869
54500,Paranoid personality disorder,10033869
54501,Paranoid traits,10033869
54502,Fear,10016275
54503,"Fear, focus",10016275
54504,"Fear, focus NEC",10016275
54505,Fear of animals,10016276
54506,Fear of closed spaces,10016277
54507,Fear of crowded places,10050365
54508,Fear of disease,10016278
54509,Fear of eating,10050366
54510,Fear of falling,10048744
54511,Fear of injection,10073753
54512,Fear of needles,10073753
54513,Self injection anxiety,10073753
54514,Trypanophobia,10073753
54515,Fear of open spaces,10016279
54516,Fear of pregnancy,10067035
54517,Fear of surgery,10084519
54518,Tomophobia,10084519
54519,Fear of weight gain,10016280
54520,Fear-related avoidance of activities,10080136
54521,Feeling guilty,10049708
54522,Feeling remorse,10049708
54523,Feeling lonely,10061472
54524,Loneliness,10061472
54525,Loss of confidence,10061472
54526,Psychiatric symptom,10061472
54527,Psychiatric symptom NOS,10061472
54528,Feeling of self-depreciation,10016374
54529,Feelings of worthlessness,10016374
54530,Feeling tense,10043268
54531,Mental tension,10043268
54532,Nervous tension,10043268
54533,Tense,10043268
54534,Tenseness,10043268
54535,Tension,10043268
54536,Tension nervous,10043268
54537,Fetal acidosis,10050347
54538,Foetal acidosis,10050347
54539,Fetal arm prolapse,10016846
54540,Foetal arm prolapse,10016846
54541,Prolapsed arm of fetus,10016846
54542,"Prolapsed arm of fetus, delivered",10016846
54543,"Prolapsed arm of fetus, unspecified as to episode of care",10016846
54544,Prolapsed arm of foetus,10016846
54545,"Prolapsed arm of foetus, delivered",10016846
54546,"Prolapsed arm, antepartum condition or complication",10016846
